"id_libro","Sesso","Eta_Autore","fascia_eta","nome_editore","Anno","Titolo","genere","Provincia_Editore","Regione_Editore","Stato_Editore"
"691","Femmina","67","Anziano","American Publishers","1997","sequi iusto ullam","Mistero","Los Angeles","California","Stati Uniti"
"692","Femmina","65","Anziano","Deutsche Verlag","2024","quod iusto aliquid","Mistero","Munich","Bavaria","Germania"
"693","Femmina","65","Anziano","Ediciones Espanolas","1992","magnam sapiente amet","Mistero","Barcelona","Catalonia","Spagna"
"694","Femmina","66","Anziano","Taurinorum Editore","2006","molestiae eos delectus","Mistero","Torino","Piemonte","Italia"
"695","Femmina","65","Anziano","Ediciones Espanolas","1998","sequi dolor veritatis","Mistero","Barcelona","Catalonia","Spagna"
"696","Femmina","66","Anziano","United Kingdom Press","1983","ipsum dolores dolor","Mistero","London","England","Regno Unito"
"697","Femmina","65","Anziano","Italiano Editore","1976","beatae reiciendis rem","Mistero","Teramo","Abruzzo","Italia"
"698","Femmina","65","Anziano","United Kingdom Press","2010","at occaecati accusantium","Mistero","London","England","Regno Unito"
"699","Femmina","65","Anziano","Taurinorum Editore","1980","nostrum suscipit illum","Mistero","Torino","Piemonte","Italia"
"700","Femmina","65","Anziano","Mondadorium","2003","velit repellendus quis","Mistero","Biella","Piemonte","Italia"
"701","Femmina","66","Anziano","Italiano Editore","2016","labore nulla quis","Mistero","Teramo","Abruzzo","Italia"
"702","Femmina","66","Anziano","Mondadorium","1977","consequatur dolorum ipsa","Mistero","Biella","Piemonte","Italia"
"703","Femmina","65","Anziano","Italiano Editore","2012","rem harum nihil","Mistero","Teramo","Abruzzo","Italia"
"704","Femmina","65","Anziano","Deutsche Verlag","1982","illum sunt repudiandae","Mistero","Munich","Bavaria","Germania"
